position5,offset6y,position1,pos4role,pos5role,offset8x,offset0y,position10,attackers,offset4y,formationname,pos6role,offset8y,offset1y,offset3y,offensiverating,offset5y,position8,offset4x,pos7role,offset0x,defenders,offset6x,position0,position4,position3,offset10y,pos2role,relativeformationid,offset7y,position7,offset7x,pos1role,offset10x,formationaudioid,pos3role,position6,offset9y,teamid,pos9role,offset2y,formationfullnameid,position2,formationid,offset2x,pos10role,position9,offset9x,offset5x,pos8role,offset3x,offset1x,midfielders,pos0role
13,0.500000,4,25729,21185,0.900000,0.020000,27,3.000000,0.560000,3-4-3,21319,0.800000,0.150000,0.150000,4,0.500000,23,0.900000,25732,0.500000,3.000000,0.350000,0,12,6,0.800000,12737,25,0.560000,16,0.100000,12737,0.100000,0,12737,15,0.850000,112868,38405,0.175000,2,5,688,0.500000,33986,25,0.500000,0.650000,33794,0.300000,0.700000,4.000000,4161
12,0.500000,3,8450,25794,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8386,0.400000,10,12737,13,0.850000,112883,38405,0.150000,11,4,689,0.650000,38275,24,0.600000,0.900000,25794,0.350000,0.900000,4.000000,4226
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25667,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,112885,29570,0.150000,3,4,690,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8513,17089,0.100000,0.020000,26,2.000000,0.220000,4-4-2,17089,0.560000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,4.000000,0.350000,0,7,6,0.850000,12737,17,0.560000,12,0.900000,8386,0.400000,10,12737,11,0.850000,112893,38405,0.150000,12,4,691,0.650000,38275,24,0.600000,0.650000,25602,0.350000,0.900000,4.000000,4161
10,0.600000,3,8450,17025,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25602,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21442,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8450,0.500000,15,12737,12,0.600000,112908,25602,0.150000,31,4,692,0.650000,38405,16,0.100000,0.500000,21381,0.350000,0.900000,4.500000,4226
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21251,0.500000,4.000000,0.650000,0,7,6,0.850000,12802,16,0.500000,15,0.350000,8386,0.400000,10,12737,13,0.850000,112965,38405,0.150000,11,4,693,0.650000,38213,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
10,0.500000,3,8513,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12737,9,0.500000,15,0.350000,8450,0.100000,6,12737,13,0.850000,112996,38405,0.150000,7,4,694,0.650000,33986,25,0.500000,0.500000,33859,0.350000,0.900000,3.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,113000,29570,0.150000,3,4,695,0.650000,38275,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,5827
12,0.500000,3,9987,25794,0.350000,0.020000,25,1.000000,0.220000,4-5-1,21314,0.500000,0.220000,0.150000,2,0.560000,15,0.100000,21251,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,20,0.480000,14,0.500000,8450,0.500000,15,12865,13,0.560000,113002,25794,0.150000,19,4,696,0.650000,38275,16,0.100000,0.900000,21251,0.350000,0.900000,5.000000,5827
10,0.600000,3,8581,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25667,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21381,0.500000,4.500000,0.900000,0,7,6,0.850000,12865,2,0.500000,13,0.650000,8386,0.500000,15,12737,12,0.600000,113003,25729,0.150000,31,4,697,0.650000,38275,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4226
9,0.350000,3,8450,18306,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12865,11,0.670000,113004,29957,0.150000,3,4,698,0.650000,38405,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,5827
9,0.350000,3,8386,17155,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17025,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,113007,29957,0.150000,3,4,699,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12802,4,0.600000,12,0.900000,8581,0.500000,14,12865,11,0.670000,113008,29570,0.150000,3,4,700,0.650000,38405,18,0.500000,0.650000,25732,0.350000,0.900000,4.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,113009,29570,0.150000,3,4,701,0.650000,38275,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12802,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,113010,29570,0.150000,3,4,702,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
13,0.480000,3,8581,21249,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21251,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.800000,12865,8,0.500000,15,0.350000,8450,0.100000,6,12865,14,0.850000,113011,38341,0.150000,17,4,703,0.650000,33986,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,5827
10,0.500000,3,8581,17155,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21251,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21381,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8581,0.100000,6,12865,13,0.850000,113012,38405,0.150000,7,4,704,0.650000,33861,25,0.500000,0.500000,33989,0.350000,0.900000,3.000000,4226
13,0.500000,4,25602,21185,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21442,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12737,0.500000,19,12737,15,0.700000,113018,29570,0.175000,21,5,705,0.500000,38405,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12865,11,0.670000,113037,29570,0.150000,3,4,706,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4226
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,113040,29570,0.150000,3,4,707,0.650000,38405,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
7,0.330000,3,12737,8581,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12737,31,0.500000,13,0.650000,8386,0.400000,4,12802,10,0.850000,113044,38405,0.150000,24,4,708,0.700000,38404,24,0.600000,0.100000,21381,0.500000,0.900000,3.000000,4161
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,113057,29570,0.150000,3,4,709,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25729,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8513,0.500000,14,12737,11,0.670000,113060,29570,0.150000,3,4,710,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
13,0.500000,4,25602,21251,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21314,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25794,0.500000,3.000000,0.350000,0,12,6,0.870000,12865,24,0.560000,16,0.100000,12737,0.500000,19,14145,15,0.700000,113142,29570,0.175000,21,5,711,0.500000,38405,19,0.250000,0.650000,29634,0.300000,0.700000,5.000000,4226
10,0.500000,3,8386,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21442,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12865,9,0.500000,15,0.350000,8386,0.100000,6,12737,13,0.850000,113143,38213,0.150000,7,4,712,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,4226
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,113146,29957,0.150000,3,4,713,0.650000,38405,18,0.500000,0.650000,25667,0.350000,0.900000,4.000000,4161
7,0.330000,3,14145,8450,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21442,0.500000,5.000000,0.500000,0,6,5,0.850000,12865,31,0.500000,13,0.650000,8450,0.400000,4,12802,10,0.850000,113147,38405,0.150000,24,4,714,0.700000,38275,24,0.600000,0.100000,21314,0.500000,0.900000,3.000000,4161
13,0.500000,4,25729,21251,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21185,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,12865,0.500000,19,12737,15,0.700000,113149,29957,0.175000,21,5,715,0.500000,38405,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4161
10,0.500000,3,8386,17089,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.330000,23,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.800000,12737,9,0.500000,15,0.350000,8450,0.100000,6,12737,13,0.850000,113217,38213,0.150000,7,4,716,0.650000,33794,25,0.500000,0.500000,33794,0.350000,0.900000,3.000000,5827
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12802,4,0.600000,12,0.900000,8450,0.500000,14,12865,11,0.670000,113222,29570,0.150000,3,4,717,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4226
9,0.350000,3,8581,17025,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,113257,29570,0.150000,3,4,718,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,5827
12,0.500000,3,8386,25669,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8450,0.400000,10,12737,13,0.850000,113297,38405,0.150000,11,4,719,0.650000,38275,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17153,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,113298,29570,0.150000,3,4,720,0.650000,38341,18,0.500000,0.650000,25669,0.350000,0.900000,4.000000,4161
10,0.600000,3,8386,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25602,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21381,0.500000,4.500000,0.900000,0,7,6,0.850000,12865,2,0.500000,13,0.650000,8386,0.500000,15,12865,12,0.600000,113299,25602,0.150000,31,4,721,0.650000,38213,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,9987,0.500000,14,12737,11,0.670000,113300,29634,0.150000,3,4,722,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
13,0.500000,4,25602,21314,0.900000,0.020000,27,3.000000,0.560000,3-4-3,21185,0.800000,0.150000,0.150000,4,0.500000,23,0.900000,25669,0.500000,3.000000,0.350000,0,12,6,0.800000,12737,25,0.560000,16,0.100000,12737,0.100000,0,12737,15,0.850000,113301,38405,0.175000,2,5,723,0.500000,33986,25,0.500000,0.650000,33794,0.300000,0.700000,4.000000,4161
13,0.480000,3,8386,21314,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21185,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.800000,12865,8,0.500000,15,0.350000,8386,0.100000,6,12737,14,0.850000,113302,38405,0.150000,17,4,724,0.650000,33989,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,113458,29570,0.150000,3,4,725,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,113459,29570,0.150000,3,4,726,0.650000,38405,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
12,0.500000,4,17089,25794,0.100000,0.020000,26,2.000000,0.350000,3-1-4-2,21314,0.560000,0.150000,0.150000,3,0.560000,16,0.500000,21251,0.500000,3.500000,0.650000,0,10,6,0.850000,12802,22,0.500000,15,0.350000,12737,0.400000,1,14145,13,0.850000,113616,38275,0.175000,28,5,727,0.500000,38405,24,0.600000,0.900000,25794,0.300000,0.700000,4.500000,4161
9,0.350000,3,8386,17025,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,113888,29957,0.150000,3,4,728,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8581,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21381,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8450,0.400000,10,12737,13,0.850000,113892,38405,0.150000,11,4,729,0.650000,38405,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
12,0.500000,3,8450,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21314,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21185,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8386,0.400000,10,12737,13,0.850000,113926,38410,0.150000,11,4,730,0.650000,38405,24,0.600000,0.900000,25667,0.350000,0.900000,4.000000,4161
7,0.330000,3,14145,8450,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21442,0.500000,5.000000,0.500000,0,6,5,0.850000,14145,31,0.500000,13,0.650000,8581,0.400000,4,12802,10,0.850000,113974,38213,0.150000,24,4,731,0.700000,38405,24,0.600000,0.100000,21381,0.500000,0.900000,3.000000,5827
11,0.560000,4,18306,17089,0.500000,0.020000,26,2.000000,0.350000,3-5-2,25794,0.670000,0.150000,0.150000,3,0.350000,18,0.650000,25602,0.500000,3.000000,0.900000,0,9,6,0.870000,12737,27,0.560000,16,0.100000,12802,0.400000,1,12737,12,0.870000,113984,38405,0.175000,22,5,732,0.500000,38341,24,0.600000,0.350000,29570,0.300000,0.700000,5.000000,4161
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21185,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21185,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8450,0.400000,10,12737,13,0.850000,113996,38275,0.150000,11,4,733,0.650000,38405,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.500000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.670000,0.220000,0.150000,2,0.350000,18,0.100000,29570,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,3,0.670000,17,0.850000,8386,0.500000,14,12737,11,0.670000,114019,29570,0.150000,16,4,734,0.650000,38405,19,0.150000,0.650000,29570,0.350000,0.900000,4.000000,4161
19,0.000000,7,0,0,0.000000,0.000000,29,0.000000,0.000000,-NONE-,0,0.000000,0.000000,0.000000,2,0.000000,15,0.000000,0,0.000000,0.000000,0.000000,0,3,4,0.000000,0,-1,0.000000,16,0.000000,0,0.000000,-1,0,18,0.000000,114046,0,0.000000,-1,6,735,0.000000,0,31,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
13,0.480000,3,8450,21251,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21251,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.800000,12737,8,0.500000,15,0.350000,8450,0.100000,6,12737,14,0.850000,114147,38213,0.150000,17,4,736,0.650000,33986,25,0.500000,0.650000,33986,0.350000,0.900000,3.000000,4161
12,0.500000,3,8386,25602,0.100000,0.020000,26,2.000000,0.220000,4-4-2,21185,0.600000,0.220000,0.150000,2,0.600000,16,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.850000,12737,16,0.500000,15,0.350000,8450,0.400000,10,12737,13,0.850000,114161,38405,0.150000,11,4,737,0.650000,38275,24,0.600000,0.900000,25602,0.350000,0.900000,4.000000,4161
13,0.480000,3,8450,21314,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21314,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21314,0.500000,4.000000,0.500000,0,7,6,0.800000,12802,8,0.500000,15,0.350000,8386,0.100000,6,12737,14,0.850000,114162,38213,0.150000,17,4,738,0.650000,33794,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25794,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,114168,29570,0.150000,3,4,739,0.650000,38213,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
13,0.500000,4,25602,21251,0.750000,0.020000,25,2.000000,0.560000,3-4-2-1,21381,0.700000,0.150000,0.150000,3,0.500000,17,0.900000,25602,0.500000,3.000000,0.350000,0,12,6,0.870000,12737,24,0.560000,16,0.100000,14145,0.500000,19,12865,15,0.700000,114326,29957,0.175000,21,5,740,0.500000,38341,19,0.250000,0.650000,29570,0.300000,0.700000,5.000000,4161
9,0.350000,3,8581,18306,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,114385,29634,0.150000,3,4,741,0.650000,38213,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
13,0.500000,4,25732,21314,0.900000,0.020000,27,3.000000,0.560000,3-4-3,21185,0.800000,0.150000,0.150000,4,0.500000,23,0.900000,25729,0.500000,3.000000,0.350000,0,12,6,0.800000,12737,25,0.560000,16,0.100000,12737,0.100000,0,12865,15,0.850000,114510,38410,0.175000,2,5,742,0.500000,33986,25,0.500000,0.650000,33986,0.300000,0.700000,4.000000,4161
7,0.330000,3,14145,8581,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21251,0.500000,5.000000,0.500000,0,6,5,0.850000,14145,31,0.500000,13,0.650000,8450,0.400000,4,12737,10,0.850000,114545,38410,0.150000,24,4,743,0.700000,38213,24,0.600000,0.100000,21442,0.500000,0.900000,3.000000,4161
10,0.600000,3,8386,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25667,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21185,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8513,0.500000,15,12802,12,0.600000,114546,25729,0.150000,31,4,744,0.650000,38405,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4226
13,0.480000,3,8513,21314,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21251,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,21381,0.500000,4.000000,0.500000,0,7,6,0.800000,12865,8,0.500000,15,0.350000,8513,0.100000,6,12865,14,0.850000,114554,38213,0.150000,17,4,745,0.650000,33797,25,0.500000,0.650000,33859,0.350000,0.900000,3.000000,4161
10,0.600000,3,8450,17089,0.350000,0.020000,25,1.000000,0.220000,4-1-4-1,25794,0.500000,0.220000,0.150000,2,0.330000,15,0.100000,21381,0.500000,4.500000,0.900000,0,7,6,0.850000,12737,2,0.500000,13,0.650000,8450,0.500000,15,12737,12,0.600000,114577,25667,0.150000,31,4,746,0.650000,38213,16,0.100000,0.500000,21314,0.350000,0.900000,4.500000,4161
13,0.500000,3,8386,21314,0.900000,0.020000,27,3.000000,0.220000,4-3-3,21381,0.800000,0.220000,0.150000,3,0.500000,23,0.100000,29570,0.500000,4.000000,0.350000,0,7,6,0.800000,12737,11,0.670000,18,0.500000,8386,0.100000,6,12802,15,0.870000,114578,38213,0.150000,4,4,747,0.650000,33794,25,0.500000,0.650000,33794,0.350000,0.900000,3.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17155,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8581,0.500000,14,12737,11,0.670000,114604,29634,0.150000,3,4,748,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
9,0.350000,3,8581,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17985,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8386,0.500000,14,12737,11,0.670000,114611,29570,0.150000,3,4,749,0.650000,38405,18,0.500000,0.650000,25794,0.350000,0.900000,4.000000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17985,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,114628,29634,0.150000,3,4,750,0.650000,38341,18,0.500000,0.650000,25605,0.350000,0.900000,4.000000,4161
9,0.350000,3,8386,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12865,4,0.600000,12,0.900000,8386,0.500000,14,12865,11,0.670000,114640,29570,0.150000,3,4,751,0.650000,38341,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4161
10,0.500000,3,8386,17089,0.500000,0.020000,26,2.500000,0.220000,4-1-2-1-2,21314,0.670000,0.220000,0.150000,2,0.330000,18,0.100000,21314,0.500000,4.000000,0.650000,0,7,6,0.870000,12737,15,0.500000,15,0.350000,8386,0.400000,11,12737,13,0.870000,114815,38405,0.150000,9,4,752,0.650000,38405,24,0.600000,0.500000,29570,0.350000,0.900000,3.500000,4161
9,0.350000,3,8450,17089,0.100000,0.020000,25,1.000000,0.220000,4-2-3-1,17089,0.600000,0.220000,0.150000,2,0.350000,16,0.100000,25602,0.500000,5.000000,0.350000,0,7,6,0.870000,12737,4,0.600000,12,0.900000,8450,0.500000,14,12737,11,0.670000,115202,29570,0.150000,3,4,753,0.650000,38405,18,0.500000,0.650000,25602,0.350000,0.900000,4.000000,4226
11,0.560000,4,17089,17089,0.500000,0.020000,26,2.000000,0.350000,3-5-2,25667,0.670000,0.150000,0.150000,3,0.350000,18,0.650000,25667,0.500000,3.000000,0.900000,0,9,6,0.870000,12737,27,0.560000,16,0.100000,12737,0.400000,1,12737,12,0.870000,115362,38405,0.175000,22,5,754,0.500000,38405,24,0.600000,0.350000,30341,0.300000,0.700000,5.000000,4161
7,0.330000,3,12806,8386,0.350000,0.020000,26,2.000000,0.150000,5-3-2,17089,0.500000,0.220000,0.175000,1,0.220000,15,0.300000,21314,0.500000,5.000000,0.500000,0,6,5,0.850000,12806,31,0.500000,13,0.650000,8386,0.400000,4,12737,10,0.850000,115472,38405,0.150000,24,4,755,0.700000,38213,24,0.600000,0.100000,21251,0.500000,0.900000,3.000000,4161
