playerid_key,player_name,current_teamid,current_teamname,penalties,skillmoves,accessorycolourcode2,tattoohead,shoecolorcode1,tattooleftleg,hairtypecode,longshots,standingtackle,skintypecode,volleys,role2,gender,role1,gkhandling,headassetid,finishingcode1,gkglovetypecode,preferredposition6,commonnameid,tattooback,role3,tattooleftarm,eyebrowcode,headclasscode,tattoorightleg,undershortstyle,lipcolor,finishingcode2,preferredfoot,muscularitycode,ballcontrol,usercaneditname,shohan,preferredposition2,sprintspeed,hairstylecode,preferredposition3,iscustomized,icontrait1,tattoofront,headtypecode,skillmoveslikelihood,shoedesigncode,slidingtackle,icontrait2,lastnameid,agility,gksavetype,defensiveawareness,acceleration,runstylecode,overallrating,jerseysleevelengthcode,jumping,avatarpomid,preferredposition7,freekickaccuracy,playerjerseynameid,birthdate,internationalrep,stamina,positioning,reactions,curve,tattoorightarm,preferredposition4,runningcode1,vision,eyecolorcode,facepsdlayer0,defspe,weakfootabilitytypecode,headingaccuracy,pacdiv,accessorycolourcode3,accessorycolourcode4,paskic,accessorycode2,gkreflexes,skintonecode,nationality,skinsurfacepack,skinmakeup,emotion,accessorycode1,role4,phypos,personality,hasseasonaljersey,smallsidedshoetypecode,aggression,trait2,modifier,animfreekickstartposcode,composure,trait1,longpassing,accessorycolourcode1,gkkicking,isretiring,jerseyfit,eyedetail,facepsdlayer1,facialhaircolorcode,jerseystylecode,potential,sideburnscode,dribbling,socklengthcode,animpenaltiesstartposcode,shoecolorcode2,strength,accessorycode4,runningcode2,shotpower,facialhairtypecode,balance,headvariation,contractvaliduntil,faceposerpreset,gkkickstyle,preferredposition5,weight,firstnameid,sockstylecode,shoetypecode,haircolorcode,shortpassing,playerjointeamdate,crossing,interceptions,skincomplexion,preferredposition1,shortstyle,finishing,bodytypecode,gkdiving,role5,accessorycode3,gkpositioning,playerid,hashighqualityhead,height,driref
261025,,-1,,68,2,1,0,30,0,1082,58,16,0,59,38,0,41,8,261025,0,0,-1,0,0,0,0,80101,0,0,0,0,0,1,0,66,0,63,27,73,0,16,0,0,0,3000,2,0,19,0,33001,78,0,19,80,0,66,0,77,0,-1,43,33001,153929,1,65,66,61,52,0,-1,0,55,3,4,23,4,68,75,0,0,52,16,14,7,14,223101,0,2,8,0,63,4,3,501,57,0,0,0,65,1048576,48,0,7,0,0,2,1,0,1,76,0,66,2,0,31,66,0,0,64,27,71,0,2027,0,0,-1,76,8458,1,128,0,57,160020,49,22,6,25,0,68,1,12,0,0,5,261025,1,180,66
261028,,-1,,52,1,0,0,30,0,686,55,67,0,51,24,0,23,8,261028,0,0,-1,0,0,6,0,2290101,1,0,0,0,0,1,0,70,0,59,3,93,0,23,0,134217728,0,3501,1,0,65,0,17775,65,0,65,92,0,73,0,87,0,-1,35,17775,151578,1,85,69,68,52,0,-1,0,64,1,0,65,3,64,93,0,0,64,0,11,1,46,232001,0,3,0,0,77,2,3,503,61,0,1,0,60,16,64,0,6,0,0,2,0,1,1,73,0,68,0,0,31,78,0,0,58,36,62,0,2029,0,0,-1,82,15147,1,49,4,68,161907,68,63,2,12,0,62,4,8,0,0,8,261028,0,190,68
261031,,-1,,49,2,0,0,30,0,93,62,36,0,55,26,0,39,9,261031,0,0,-1,0,0,32,0,1780101,1,0,0,0,0,2,0,69,0,61,12,72,0,18,0,0,0,24,1,0,47,0,30276,71,0,36,73,0,66,0,65,0,-1,46,30276,153673,1,58,64,62,52,0,16,0,66,3,0,39,3,51,72,0,0,62,0,11,5,162,223101,0,3,16,0,58,4,3,501,53,0,0,0,62,0,63,1,9,0,0,2,0,0,1,73,0,66,0,0,31,61,0,0,61,39,72,0,2027,0,0,-1,72,772,1,81,0,65,161565,61,40,1,27,0,64,1,12,0,0,8,261031,0,178,67
261032,,-1,,53,1,0,0,30,0,65,53,64,0,48,17,0,14,8,261032,0,0,-1,0,0,20,0,2090103,0,0,0,0,0,1,0,66,0,55,14,67,0,18,0,0,0,42,1,0,62,0,15413,77,0,65,83,0,66,0,75,0,-1,47,15413,153372,1,71,57,68,54,0,-1,0,64,2,1,62,2,49,74,0,0,60,0,8,1,25,223101,0,3,0,31,71,2,0,501,70,0,1,0,64,0,60,0,5,0,0,2,3,3,1,74,0,66,0,0,31,71,0,0,66,0,86,0,2029,0,0,-1,68,17746,1,85,3,65,161715,53,63,1,10,0,53,2,12,0,0,15,261032,1,172,68
261035,,-1,,60,3,0,0,30,0,643,65,30,0,64,30,0,29,14,261035,0,0,-1,0,0,39,0,2150000,1,0,0,0,0,1,0,73,0,66,27,85,0,-1,0,0,0,1019,3,0,29,0,16365,86,0,44,82,0,71,0,63,0,-1,45,16365,153248,1,74,65,61,61,0,-1,0,65,9,0,36,3,36,84,0,0,64,0,6,10,46,220101,0,3,0,0,66,3,3,501,63,0,1,0,63,34603008,62,0,10,0,0,2,0,0,1,76,0,71,0,0,31,64,0,0,68,29,81,0,2030,0,0,-1,67,40067,1,155,0,66,161698,67,36,10,16,0,69,2,8,0,0,13,261035,0,177,72
261040,,-1,,33,1,0,0,30,0,1283,41,70,0,26,0,0,11,13,261040,0,0,-1,0,0,0,0,2310101,1,0,0,0,0,1,0,56,0,32,-1,74,0,-1,0,0,0,1502,1,0,65,0,30490,52,0,68,71,0,69,0,83,0,-1,24,30491,152542,1,68,24,62,28,0,-1,0,25,2,0,68,2,69,72,0,0,39,0,15,1,39,224001,0,2,0,0,77,3,3,501,68,0,0,0,51,0,48,0,10,0,0,2,0,3,1,73,0,33,2,0,31,84,0,0,34,35,64,0,2028,0,0,-1,80,4903,1,156,3,56,160447,24,68,1,5,0,28,5,10,0,0,10,261040,0,185,46
261047,,-1,,59,2,0,0,30,0,77,59,18,0,57,42,0,43,5,261047,0,0,-1,0,0,39,0,60101,1,0,0,0,0,1,0,68,0,66,27,74,0,18,0,0,0,51,1,0,15,0,24681,67,0,17,70,0,67,0,75,0,-1,35,24681,152300,1,64,69,65,40,0,-1,0,59,1,0,23,4,65,72,0,0,47,0,10,1,21,223101,0,3,0,0,68,4,0,503,60,0,0,0,55,64,41,0,6,0,0,2,0,5,1,70,0,64,0,0,31,73,0,0,73,0,69,0,2027,0,0,-1,78,31462,1,84,6,53,160970,36,21,1,25,0,68,2,7,0,0,13,261047,0,181,64
261050,,-1,,59,3,1,0,30,0,686,74,42,0,72,33,0,31,6,261050,0,0,-1,12232,0,32,0,2090101,0,0,0,0,0,2,0,85,0,73,12,87,0,23,0,0,0,12,3,0,40,0,11333,93,0,35,89,0,80,0,55,0,-1,58,11340,153463,1,69,77,79,75,0,14,0,75,4,1,37,2,41,88,0,0,74,16,14,1,38,223101,0,3,8,26,50,3,3,503,50,0,0,0,72,34603009,71,0,7,0,0,2,2,3,1,86,0,85,0,0,31,41,0,0,73,0,90,0,2030,0,0,-1,61,12229,1,29,3,78,161721,74,32,1,18,0,77,8,9,36,0,15,261050,1,168,85
261054,,-1,,42,2,0,0,30,0,153,46,43,0,44,23,0,25,7,261054,0,0,-1,18827,0,32,0,2190101,1,0,0,0,0,2,0,56,0,49,18,73,0,27,0,0,0,560,2,0,43,0,18806,71,0,33,64,0,61,0,51,0,-1,52,39665,153213,1,61,63,61,44,0,23,0,63,9,0,35,3,37,68,0,0,58,0,7,3,167,221002,0,3,0,0,60,2,3,503,59,0,1,0,63,0,59,0,5,0,2,0,0,0,1,66,0,61,0,0,31,61,0,0,60,0,73,0,2029,0,0,-1,73,39654,1,29,0,62,161517,52,25,3,12,0,46,1,5,0,0,6,261054,0,177,61
261055,,-1,,34,1,0,0,30,0,227,26,59,0,28,27,0,9,13,261055,0,0,-1,28845,0,0,0,40101,1,0,0,0,0,2,0,55,0,28,16,71,0,-1,0,0,0,558,1,0,59,0,28831,74,0,57,75,0,62,0,59,0,-1,31,48779,152885,1,75,45,57,40,0,-1,0,43,9,0,56,3,41,73,0,0,46,0,6,4,167,221002,0,3,0,0,66,2,3,502,48,0,2,0,43,0,39,0,7,0,2,2,0,0,1,65,0,55,0,0,31,69,0,0,31,0,69,0,2029,0,0,-1,76,17630,1,106,21,48,161671,59,59,2,7,0,25,2,11,0,0,5,261055,0,178,57
261062,,-1,,39,1,0,0,30,0,1079,19,71,1,25,0,0,11,14,261062,0,0,-1,21248,0,0,0,1140101,1,0,0,0,0,1,0,66,0,29,-1,74,0,-1,0,0,0,514,1,0,69,0,21231,56,0,73,71,0,72,0,81,0,-1,24,48780,153283,1,67,47,68,28,0,-1,0,54,9,0,71,3,73,72,0,0,53,0,15,4,167,223101,0,3,0,0,72,3,3,501,69,0,0,0,62,688144,65,0,5,0,2,2,0,0,1,80,0,56,0,0,31,76,0,0,30,0,66,0,2027,0,0,-1,84,14586,1,52,0,68,161025,34,71,1,5,0,31,5,7,0,0,6,261062,0,190,60
261063,,-1,,37,2,0,0,30,0,633,51,65,0,41,9,0,10,8,261063,0,0,-1,21291,0,30,0,1140101,1,0,0,0,0,2,0,66,0,40,16,79,0,-1,0,0,0,558,1,0,62,0,21231,86,0,66,80,0,70,0,64,0,-1,67,48781,153324,1,84,57,68,65,0,-1,0,53,9,0,62,3,38,79,0,0,63,0,11,4,167,221101,0,3,24,0,71,4,0,502,61,0,2,0,60,6144,63,7,8,0,0,2,0,0,1,75,0,66,2,0,31,70,0,0,45,0,84,0,2029,0,0,-1,70,35560,1,41,0,64,161730,69,68,5,7,0,32,2,13,0,0,8,261063,0,174,68
261072,,-1,,64,2,0,0,30,0,19,69,23,0,65,39,0,41,13,261072,0,0,-1,0,0,0,0,2010101,1,0,0,0,0,1,0,72,0,72,27,80,0,16,0,0,0,1549,2,0,23,0,10867,81,0,20,82,0,72,0,77,0,-1,46,10867,152874,1,83,74,69,43,0,-1,0,64,9,0,27,3,68,80,0,0,62,0,8,4,52,223101,0,3,0,0,66,3,3,501,53,0,0,0,70,64,60,0,14,0,0,2,0,0,1,77,0,72,0,0,31,63,0,0,76,0,81,0,2029,0,0,-1,68,30704,1,85,0,69,161767,63,24,1,25,0,73,2,14,0,0,7,261072,0,171,73
261078,,-1,,58,2,0,0,30,0,1090,53,60,0,48,4,0,46,8,261078,0,0,-1,10889,0,47,0,2150101,1,0,0,0,0,1,0,62,0,51,7,84,0,14,0,0,0,555,1,0,56,0,10888,77,0,59,80,0,66,0,66,0,-1,47,48782,152208,1,78,58,65,52,0,-1,0,46,3,0,58,4,46,82,0,0,53,0,13,4,167,221002,0,3,0,0,61,3,3,503,35,0,2,0,58,0,48,0,8,0,0,2,0,3,0,68,0,64,2,0,31,62,0,0,56,0,76,0,2029,0,0,-1,68,17424,1,49,0,58,161152,60,62,3,3,0,48,1,12,0,0,9,261078,0,175,64
261084,,-1,,72,2,0,0,30,0,1086,69,31,0,76,0,0,41,14,261084,0,0,-1,0,0,0,0,1360101,0,0,0,0,0,1,0,73,0,74,-1,80,0,-1,0,0,0,1024,2,0,28,0,9297,67,0,24,82,0,74,0,83,0,-1,55,9297,152467,1,59,75,72,56,0,-1,0,64,9,2,33,3,72,80,0,0,61,0,15,10,136,220101,0,4,0,0,62,4,3,501,42,0,0,0,69,2097152,47,0,11,0,0,2,3,0,1,77,0,68,2,0,31,70,0,0,80,16,73,0,2030,0,0,-1,72,3547,1,370,0,66,160815,63,32,10,25,0,76,2,10,0,0,8,261084,1,178,70
261091,,-1,,63,2,0,0,30,0,647,66,69,0,57,0,1,31,9,261091,0,0,-1,0,0,0,0,2150000,1,0,0,0,0,1,0,71,0,65,10,78,0,14,0,0,0,7000,1,0,67,0,30238,76,0,71,76,0,70,0,43,0,-1,69,30238,152992,1,67,68,63,61,0,-1,0,73,9,0,65,4,45,75,0,0,67,0,9,5,83,123101,0,4,16,0,40,2,3,502,33,0,0,0,71,0,66,1,7,0,0,2,0,0,1,76,0,67,2,0,31,29,0,0,71,0,80,0,2029,0,0,-1,55,27070,1,125,0,72,161607,58,64,4,18,0,64,8,9,0,0,15,261091,0,161,70
261097,,-1,,46,2,0,0,30,0,1281,46,77,0,41,8,0,48,5,261097,0,0,-1,0,0,0,0,2150101,0,0,0,0,0,2,0,67,0,46,7,74,0,10,0,0,0,2518,2,0,77,0,7808,71,0,74,75,0,76,0,83,0,-1,42,26,152212,1,73,56,71,44,0,-1,0,65,9,0,75,3,71,73,0,0,66,25,8,6,52,223101,0,3,23,0,76,2,0,501,80,0,0,0,72,268795904,63,0,6,0,0,6,0,0,1,77,0,63,2,0,31,78,0,0,56,287,67,0,2028,0,0,-1,73,3124,1,55,0,77,161533,64,77,4,5,0,42,2,10,0,0,11,261097,1,179,65
261098,,-1,,41,1,0,0,30,0,552,45,66,0,42,0,0,7,6,261098,0,0,-1,0,0,0,0,80000,1,0,0,0,0,2,0,59,0,40,-1,70,0,-1,0,0,0,2002,1,0,68,0,39976,56,0,65,73,0,66,0,69,0,-1,35,39976,152976,1,64,57,58,55,0,-1,0,57,5,0,63,3,55,71,0,0,61,0,14,1,46,223101,0,3,0,0,62,2,3,501,58,0,2,0,56,266240,63,0,13,0,0,2,0,20,1,73,0,57,0,0,31,62,0,0,43,0,61,0,2027,0,0,-1,73,28023,1,31,5,66,161545,64,61,1,7,0,36,2,12,0,0,9,261098,0,183,57
261099,,-1,,47,1,0,0,30,0,118,72,67,0,41,0,0,20,10,261099,0,0,-1,0,0,0,0,60101,1,0,0,0,0,2,0,70,0,62,10,60,0,-1,0,0,0,9,1,0,65,0,15477,67,0,46,60,0,68,0,61,0,-1,49,15477,153097,1,63,66,69,54,0,-1,0,69,1,0,58,3,50,60,0,0,66,0,7,2,46,223101,0,2,0,0,61,3,3,501,62,0,0,0,63,0,70,0,10,0,2,2,0,2,1,74,0,67,0,0,31,61,0,0,58,29,69,0,2028,0,0,-1,76,19357,1,81,2,70,161545,61,63,2,14,0,65,2,13,0,0,8,261099,0,177,67
261100,,-1,,37,1,0,0,30,0,157,55,56,0,44,20,0,19,9,261100,0,0,-1,0,0,0,0,2180101,1,0,0,0,0,1,0,64,0,49,10,62,0,-1,0,0,0,1517,1,0,53,0,35461,58,0,56,69,0,62,0,64,0,-1,40,35461,152983,1,74,62,61,46,0,-1,0,62,8,0,56,2,55,65,0,0,57,0,10,3,46,223101,0,3,0,0,63,4,3,502,51,0,0,0,53,0,61,0,6,0,2,2,0,6,1,66,0,61,0,0,31,63,0,0,51,0,64,0,2027,0,0,-1,78,27292,1,75,5,64,161580,48,62,1,14,0,53,5,12,0,0,10,261100,0,187,61
261104,,-1,,64,2,6,0,30,0,234,46,15,0,40,37,0,35,13,261104,0,0,-1,33808,0,42,0,70101,1,0,0,0,0,1,0,56,0,51,25,82,0,3,0,0,0,560,2,0,12,0,33802,74,0,24,80,0,60,0,75,0,-1,36,48783,152251,1,64,65,57,52,0,12,0,50,9,0,22,3,53,81,1,0,51,9,13,4,167,221002,0,3,8,0,64,3,1,501,37,0,0,0,51,0,42,6,6,0,2,2,0,0,1,61,0,60,0,0,31,74,0,0,49,0,60,0,2029,0,0,-1,72,32674,1,96,21,55,161684,56,21,3,23,0,54,5,8,0,16,13,261104,0,185,60
261105,,-1,,60,2,0,0,30,0,239,63,24,0,67,27,0,30,9,261105,0,0,-1,17406,0,36,0,50102,1,0,0,0,0,1,0,66,0,66,23,81,0,12,0,0,0,555,3,0,19,0,17405,82,0,15,82,0,67,0,63,0,-1,57,48784,153429,1,70,69,70,58,0,27,0,53,3,0,21,3,39,81,0,0,54,0,15,4,167,221002,0,3,0,0,57,3,1,502,31,0,1,0,48,36,42,0,6,0,0,0,0,3,1,76,0,71,0,0,31,61,0,0,70,0,73,0,2029,0,0,-1,72,5884,1,146,0,59,161155,61,20,1,16,0,66,2,9,0,0,7,261105,0,178,69
261106,,-1,,18,0,0,0,30,0,66,9,14,0,7,0,0,2,56,261106,0,4,-1,21270,0,0,0,1130101,1,0,0,0,0,1,0,15,0,56,-1,31,0,-1,0,0,0,555,0,0,10,0,21231,33,0,8,28,0,58,3,49,0,-1,10,48785,151720,1,18,4,52,11,0,-1,0,37,9,0,29,2,10,59,0,0,55,0,58,4,167,221002,0,3,0,0,57,4,3,501,17,0,1,0,24,0,24,0,58,0,0,1,0,0,1,61,0,6,0,0,31,56,0,0,41,0,45,0,2029,0,0,-1,83,18268,1,96,21,29,160059,11,12,3,0,0,8,5,59,0,0,57,261106,0,186,58
261108,,-1,,52,1,1,0,30,0,85,62,69,0,36,15,0,18,5,261108,0,0,-1,0,0,0,0,1140401,1,0,0,0,0,1,0,72,0,57,10,66,0,-1,0,0,0,2022,2,0,62,0,20175,79,0,60,72,0,71,0,67,0,-1,55,20175,154076,1,91,63,67,54,0,-1,0,69,1,0,62,3,50,68,0,0,67,16,13,3,37,223101,0,1,8,0,73,2,0,501,64,256,0,0,69,67109120,71,0,6,0,0,2,0,2,1,82,0,72,0,0,31,70,0,0,57,0,75,0,2028,0,0,-1,68,2341,1,39,5,72,160082,64,66,3,14,0,61,2,8,0,0,5,261108,0,177,71
261109,,-1,,27,1,0,0,30,0,226,30,58,0,21,27,0,9,6,261109,0,0,-1,0,0,0,0,60201,1,0,0,0,0,2,0,50,0,31,16,87,0,-1,0,0,0,1021,1,0,51,0,14902,57,0,46,79,0,59,0,65,0,-1,28,14902,153512,1,70,48,45,33,0,-1,0,36,9,0,50,3,42,83,0,0,46,9,10,9,183,223101,0,3,8,0,70,3,3,501,65,0,2,0,44,0,43,0,6,0,2,2,0,0,1,67,0,54,0,0,31,72,0,0,45,0,72,0,2028,0,0,-1,68,35139,1,379,0,57,161700,54,52,9,7,0,25,2,12,0,0,10,261109,0,175,53
261110,,-1,,40,2,0,0,30,0,67,29,55,0,32,23,0,24,5,261110,0,0,-1,0,0,0,0,60000,1,0,0,0,0,1,0,58,0,48,3,74,0,-1,0,0,0,17,2,0,54,0,5126,72,0,56,75,0,61,0,55,0,-1,48,5126,153759,1,67,44,56,53,0,-1,0,58,5,0,55,3,48,74,0,0,59,0,6,1,37,223101,0,3,0,0,55,3,3,501,59,0,1,0,52,0,58,0,8,0,0,2,0,19,1,65,0,57,0,0,31,48,0,0,47,0,72,0,2027,0,0,-1,67,11913,1,38,19,62,161707,62,60,1,12,0,60,1,5,0,0,10,261110,0,179,59
261114,,-1,,53,2,0,0,30,0,1283,49,67,0,49,38,0,5,13,261114,0,0,-1,0,0,0,0,2080101,1,0,0,0,0,1,0,66,0,58,27,87,0,16,0,0,0,12,1,0,59,0,19518,62,0,50,88,0,65,0,81,0,-1,29,19518,152390,1,63,63,66,36,0,12,0,46,3,0,56,3,59,87,0,0,51,0,6,2,95,223101,0,2,0,0,63,2,0,501,38,0,2,0,56,0,37,0,13,0,0,2,0,3,1,66,0,70,2,0,31,71,0,0,63,0,64,0,2031,0,0,-1,75,4195,1,34,6,59,160102,60,50,1,3,0,60,2,15,0,0,6,261114,0,183,67
261115,,-1,,71,1,0,0,30,0,66,70,23,0,75,0,0,41,5,261115,0,0,-1,21253,0,0,0,70101,1,0,0,0,0,1,0,65,0,74,-1,54,0,-1,0,0,0,559,2,0,26,0,21231,56,0,18,56,0,71,3,83,0,-1,55,48786,152672,1,68,77,69,56,0,-1,0,43,3,0,26,3,75,53,0,0,46,0,10,4,167,221101,0,3,0,0,80,3,3,503,68,0,0,0,66,553648148,34,0,6,0,2,0,0,3,1,74,0,60,0,0,31,90,0,0,78,0,42,0,2027,0,0,-1,85,15395,1,172,0,57,160028,35,22,3,25,0,76,6,12,0,0,8,261115,0,192,61
261116,,-1,,57,1,0,0,30,0,1090,60,54,0,57,18,0,19,12,261116,0,0,-1,31628,0,31,0,1140401,1,0,0,0,0,1,0,60,0,59,18,71,0,10,0,0,0,560,1,0,44,0,31626,72,0,44,66,0,61,0,44,0,-1,59,20583,152571,1,70,66,68,53,0,-1,0,65,3,0,48,3,44,68,0,0,57,0,15,4,167,221002,0,3,0,0,52,4,0,503,48,0,0,0,63,0,58,0,8,0,2,0,0,3,1,66,0,65,0,0,31,46,0,0,64,0,68,0,2029,0,0,-1,70,20579,1,131,0,58,161347,50,53,3,14,0,57,2,15,0,0,13,261116,0,172,64
261122,,-1,,35,2,0,0,30,0,234,27,61,0,30,9,0,10,14,261122,0,0,-1,19618,0,16,0,2290501,1,0,0,0,0,2,0,65,0,35,10,74,0,16,0,0,0,560,3,0,59,0,19553,71,0,59,73,0,66,0,67,0,-1,31,32091,153270,1,75,53,64,60,0,-1,0,45,3,0,59,2,52,73,0,0,55,0,13,4,167,221002,0,3,7,0,68,4,0,503,61,0,2,0,60,4096,52,6,12,0,0,1,0,3,1,70,0,58,0,0,31,68,0,0,57,0,69,0,2027,0,0,-1,70,32090,1,124,3,59,161529,65,61,1,7,0,30,2,13,0,0,10,261122,0,179,62
261126,,-1,,58,2,0,0,30,0,67,63,22,0,63,0,0,41,14,261126,0,0,-1,1966,0,0,0,1130102,1,0,0,0,0,1,0,61,0,62,23,79,0,-1,0,0,0,555,2,0,21,0,1963,67,0,19,75,0,64,0,74,0,-1,59,48787,152843,1,60,65,63,58,0,-1,0,43,9,0,24,3,62,77,0,0,47,0,9,4,167,221002,0,3,0,0,59,3,3,502,37,0,0,0,57,0,38,0,12,0,2,0,0,3,1,68,0,62,0,0,31,68,0,0,65,0,55,0,2027,0,0,-1,71,16921,1,41,0,51,161335,48,19,3,25,0,62,5,7,0,0,10,261126,0,185,62
261128,,-1,,42,1,0,0,30,0,1090,60,68,0,47,18,0,11,9,261128,0,0,-1,48789,0,24,0,2320101,1,0,0,0,0,2,0,67,0,56,14,83,0,12,0,0,0,546,1,0,63,0,21231,79,0,66,80,0,70,0,88,0,-1,69,48790,152573,1,80,63,72,38,0,10,0,54,9,0,67,3,71,82,0,0,61,0,7,4,167,221101,0,3,0,0,77,4,3,501,70,0,0,0,60,590848,72,0,10,0,2,2,0,3,1,77,0,68,0,0,31,78,0,0,66,0,62,0,2029,0,0,-1,72,48788,1,145,0,73,161170,48,69,5,5,0,52,2,11,0,0,12,261128,0,184,68
261131,,-1,,59,2,0,0,30,0,57,60,58,6,57,0,0,18,10,261131,0,0,-1,0,0,0,0,60101,1,0,0,0,0,1,0,64,0,59,18,66,0,10,0,0,0,2031,3,0,50,0,48791,76,0,57,73,0,62,0,59,0,-1,67,48791,153064,1,63,60,58,64,0,-1,0,67,9,0,54,4,39,69,0,0,65,0,7,1,7,223101,0,3,24,0,65,3,0,503,67,0,0,0,62,0,59,0,5,0,0,2,0,3,1,68,0,65,1,0,31,67,0,0,70,58,71,0,2029,0,0,-1,80,16622,1,223,3,66,161762,63,57,2,14,0,58,4,13,0,0,7,261131,0,185,66
261133,,-1,,61,2,0,0,30,0,82,54,43,0,57,0,0,31,8,261133,0,0,-1,0,0,0,0,40000,1,0,0,0,0,1,0,65,0,56,14,60,0,-1,0,0,0,1036,2,0,44,0,17777,64,0,45,64,0,61,0,54,0,-1,56,17777,153545,1,57,56,58,61,0,-1,0,61,3,0,40,4,47,62,0,0,58,0,6,9,14,220001,0,3,0,0,54,4,3,500,48,0,0,0,68,0,60,0,6,0,0,2,0,0,1,69,0,65,0,0,31,56,0,0,64,27,68,0,2029,0,0,-1,70,48792,1,142,0,62,161914,50,26,10,18,0,56,1,7,0,0,8,261133,0,180,65
261141,,-1,,63,2,1,0,30,0,144,70,62,0,62,26,0,22,14,261141,0,0,-1,0,0,31,0,30401,1,0,0,0,0,2,0,72,0,67,12,73,0,18,0,0,0,2508,2,0,58,0,33317,76,0,60,72,0,68,0,67,0,-1,58,33317,152465,1,66,60,63,73,0,-1,0,69,9,0,60,3,54,73,0,0,67,16,8,4,18,224001,0,3,9,0,64,3,3,501,57,0,0,0,71,0,65,0,15,0,0,2,0,0,1,70,0,74,1,0,31,66,0,0,71,29,71,0,2027,0,0,-1,67,23261,1,38,0,72,161365,62,61,1,14,0,65,2,9,0,0,6,261141,0,177,73
261143,,-1,,68,2,0,0,30,0,105,70,67,0,69,14,0,22,9,261143,0,0,-1,0,0,0,0,2120102,1,0,0,0,0,1,0,71,0,68,10,84,0,18,0,0,0,4011,2,0,57,0,5721,78,0,58,79,0,69,0,75,0,-1,81,5721,153019,1,79,58,69,73,0,-1,0,67,5,0,61,3,65,81,0,0,71,0,9,1,10,223101,0,4,0,0,68,4,3,501,67,0,0,0,69,4108,73,0,14,0,0,1,0,3,1,76,0,65,0,0,31,63,0,0,82,245,72,0,2030,0,0,-1,68,23788,1,382,3,72,161729,74,60,1,14,0,64,2,13,0,0,10,261143,0,178,69
261144,,-1,,14,0,0,0,30,0,36,8,16,0,10,0,0,1,66,261144,0,40,-1,0,0,0,0,2290101,1,0,0,0,0,1,0,21,0,66,-1,38,0,-1,0,0,0,2030,0,0,17,0,26950,53,0,17,41,0,71,0,67,0,-1,10,26950,151866,1,22,6,68,11,0,-1,0,47,9,0,40,3,11,71,0,0,69,0,75,2,10,232001,0,2,0,0,68,4,3,501,23,2,1,0,43,0,56,0,73,0,1,2,0,3,1,73,0,13,0,0,31,77,0,0,52,58,22,0,2028,0,0,-1,86,16622,1,379,3,45,160083,12,15,1,0,0,10,5,71,0,0,68,261144,0,193,75
261145,,-1,,65,3,0,0,30,0,1064,68,52,0,61,37,0,35,8,261145,0,0,-1,0,0,27,0,2150000,1,0,0,0,0,1,0,77,0,65,16,85,0,27,0,0,0,1507,2,0,45,0,41140,72,0,47,81,0,69,0,69,0,-1,62,41140,152100,1,67,60,59,66,0,12,0,58,6,0,52,4,49,83,0,0,62,0,7,2,10,232201,0,1,0,38,60,2,3,503,38,0,0,0,59,2097152,61,0,6,0,0,3,0,3,1,69,0,74,0,0,31,64,0,0,69,35,65,0,2028,0,0,-1,79,8592,1,119,3,64,161743,64,64,3,23,0,63,2,13,0,0,14,261145,0,183,73
261153,,-1,,36,1,0,0,30,0,1,37,68,0,26,9,0,10,14,261153,0,0,-1,0,0,0,0,2330101,1,0,0,0,0,2,0,63,0,38,16,90,0,-1,0,0,0,1016,1,0,68,0,9189,74,0,64,87,0,69,0,62,0,-1,27,9189,152925,1,69,57,66,61,0,-1,0,49,9,0,62,2,35,89,0,0,58,0,10,9,136,220101,0,3,16,0,65,3,3,503,72,0,2,0,54,4096,64,1,13,0,0,2,0,0,1,75,0,68,0,0,31,61,0,0,40,16,79,0,2028,0,0,-1,70,3950,1,49,0,61,161711,66,64,6,7,0,38,2,10,0,0,7,261153,0,176,66
261155,,-1,,42,1,0,0,30,0,655,67,69,0,33,4,0,46,7,261155,0,0,-1,0,0,25,0,60101,1,0,0,0,0,1,0,69,0,54,12,69,0,14,0,0,0,4016,1,0,68,0,12785,73,0,67,71,0,68,0,57,0,-1,46,12785,152182,1,68,70,69,56,0,-1,0,68,9,0,64,3,40,70,0,0,64,0,5,6,52,223101,0,3,0,0,62,4,3,501,55,0,2,0,60,0,71,0,15,0,1,2,0,0,1,68,0,71,2,0,31,62,0,0,51,287,83,0,2029,0,0,-1,69,23927,1,34,0,69,160798,55,65,6,3,0,51,2,14,0,0,7,261155,0,171,70
261156,,-1,,42,1,0,0,30,0,691,23,62,0,37,0,0,12,13,261156,0,0,-1,0,0,0,0,2290101,1,0,0,0,0,1,0,52,0,29,-1,57,0,-1,0,0,0,1035,1,0,61,0,48793,47,0,59,54,0,60,0,72,0,-1,34,48793,153854,1,49,28,54,38,0,-1,0,36,9,0,60,3,61,54,0,0,42,0,5,7,14,220001,0,3,0,0,63,2,3,501,52,0,0,0,53,0,38,0,5,0,0,2,0,0,1,72,0,45,1,0,31,75,0,0,43,29,58,0,2027,0,0,-1,85,39878,1,35,0,52,161888,36,58,3,5,0,23,4,9,0,0,9,261156,0,195,48
